city,latitude,longitude,name,reviews_rating,reviews_text
Medina,37.850643,15.293988,Villa Carlotta,5.0,"We made reservations based on the recommendation of friends who stayed here two months before us. Soon after making our reservation on-line I received a call from the hotel staff saying they would be closed for renovations, but they could put us up in an apartment and the staff would be available at the hotel for anything we needed. The apartment was fabulous and contained everything we could possibly need. Simona, our main contact,was full of personality and warmth. She made us happy to be there. I can't say enough about this hotel. We wanted to ask the people on staff including the owner to have dinner with us!! We were here between New Years and Epiphany and didn't realize how much would be closed. The staff made everything work for us. Go to Taormina...it's geourgous! and stay at Hotel Villa Carlotta!!"
Newburgh,41.505388,-74.073291,Howard Johnson Inn - Newburgh,1.0,"I ended up here because there were no other options for a no smoking room. Upon arrival, the toilet had been used and not completely flushed. The bathroom was old and badly in need of repair. The second day ( Had I not been locked into Expedia, there wouldn't have been a second day!!!!) there was garbage by the garbage can that hadn't been removed. The entire room felt dirty. I will never stay at another Howard Johnson or use Expedia again. This experience was horrible."
Pueblo,38.32148,-104.618378,Wingate By Wyndham Pueblo,5.0,Drove into town and couldn't go any further because we were heading into a storm. Stopped on the edge of town and there were a lot of choices. I went online and checked out it's rating on a few sites and it seemed to be pretty highly rated. Building and room was clean. Nice fluffy towels and a clean comfortable... More
West Yarmouth,41.657447,-70.261804,Tidewater Inn,5.0,"We had a great experience at the TideWater Inn. First impressions were the beautifully maintained grounds. We knew we were not going to have any issues with this property because if the grounds were that beautiful, the interior had to be the same. And we were right! Our room was clean and very comfortable. The diner, wellllll.... What can you... More"
Elko,40.843764,-115.751013,Super 8 Elko Nv,2.0,"I have stayed in a lot of Super 8 motels, and apply my standard to these budget stays appropriately. That being said, this location was by far the worst I have stayed at. Elko in general was quite run down, but this location was very sub par compared to all others I have stayed at. On a good note, the staff was very kind and accommodating. Would not stay here again."
West Palm Beach,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,4.0,Room was good except that my room faced the highway and heard cars and trucks go by thru out the night
Marathon,24.711823,-81.08055,Sombrero Resort and Marina,1.0,"The reservation was wrong had to move rooms. Broken air conditioner, broken appliances, shower rack felland had to be held by my husband. Had to move rooms again (room number 3). The front desk supervisor was so annoyed by me calling him he started yelling at me because I was frustrated. Website states fishing on site in amenities that is... More"
Columbia Falls,48.36373,-114.15178,Western Inn-glacier Park,3.0,"The hotel features a western facing entrance. This raises the rooms temperature on hot days. The rooms air conditioning air output seems labored for its size. After removing the filter grate I discovered the the filter was clogged with particulate matter. It looked like the filter hadn't been cleaned in years. Needless to say the unit worked better after I cleaned the filter in the tub. Thanks to the western exposure the room didn't cool down until the sun set around 9:30. I also clogged the tub with the matter that I washed from the filter. It took twenty minutes to remove the material, by hand, to restore my tub to working order."
Boiling Springs,35.011314,-81.954798,Americas Best Value Inn,3.0,"breakfirst is very soso, and rooms have not refrig, and one of the two elevators is out of work, but the location is good and staff is nice...."
Santa Barbara,34.428888,-119.707704,Simpson House Inn,5.0,"The Simpson House Inn is a charming bed and breakfast just a few blocks from State street in Santa Barbara. We spent an absolutely wonderful weekend relaxing and enjoying the beautiful grounds and atmosphere. All the rooms are different -- we stayed in the Katherine McCormick room which was cozy and very comfortable. However, what really sets this place apart is the staff. Personal touches are everywhere and make a huge difference to your stay. Also, the food is amazing! We will certainly be back if given the opportunity. I can't imagine anyone not enjoying their stay at this wonderful Inn."
Palermo,38.160424,13.331846,Hotel Casena Dei Colli,4.0,"The grounds were beautiful, and my room was clean and modern. I believe I was staying there during an off season, so it was nice and quiet. My one complaint was that the internet was spotty, but I find this to be the case in most hotels in Italy. I would recommend this place to anyone visiting Palermo. It was a great value for the money and a very pleasant atmosphere."
Oak Harbor,48.288952,-122.657842,Acorn Motor Inn,3.0,We spent the weekend here. Nice furnishings and the bathroom was very clean. No elevator so you have to carry everything up the stairs and breakfast comes out of a toaster. Nothing to write home about but it is an OK place to rest.
Annapolis,38.97555,-76.54838,Hampton Inn and Suites Annapolis,5.0,"Generally close to Annapolis, without the hustle of tourists. Well kept and clean, with a good breakfast. Business/computer systems available and easy to use. All parking is close to the entrance of the hotel."
Whigham,16.79203,-99.82723,Quinta Real Acapulco,3.0,"El hotel en general esta OK. Un poco de apatia en el personal de recepcin, y otras ramas de personal. Muy buena atencin en la alberca. La vista desde la habitacion y otras partes del hotel, DELICIOSA La comida, he tenido experiencias mejores en otras visitas al hotel. Las habitacieones y hotel bien en general Si lo recomiendo"
Southport,33.9534,-78.0521,Comfort Suites Southport,5.0,Really enjoyed our stay. The beds are very comfy and the staff very friendly. The lady that cooked breakfast named Vicki did an awesome job on breakfast and was helpful to us with questions we had about the island.
West Deptford,39.83456,-75.08841,Residence Inn By Marriott Deptford,5.0,"Hotel was very quiet, and the 1 and 2 bedroom suites are very nice for families. I really appreciated the microwave and refrigerator as that helped to ensure we had the option to not spend every meal dining out. The sofa was a fold out bed which, while not the most comfortable way to sleep, was a great option that allowed me to save by not getting a 2 bedroom suite. There is also a simple breakfast which included the ability to make your own waffles. We had to extend our stay at the last minute and the hotel staff was very accommodating. It was also a big plus that there is a coin operated laundry onsite, that we were happy to make use of. There are good options for groceries (to fill that fridge) and dinning nearby. In short, if you need to stay in the area, this is a really good option."
